ID_OfGrPart,Factor1,Factor2,Factor3,Factor4
1090115-099,-0.291458380992554,-0.059876739208282154,-1.2980087493171446,-0.5271533170834062
1100101-002,1.1886444837925276,1.0404800365469717,0.46540966023733243,-0.7173994319746937
1100101-006,-1.0542498658284376,-1.4579103056304477,-1.3558550331599966,-1.4111247074034374
1100101-015,0.8090636340444457,1.2087376347361227,0.5053008278568004,1.4952927272415415
1100101-033,0.8643607559232197,-0.759145972862286,0.1430577637913748,-0.5701051694675142
1100101-039,-0.17885788670917105,-1.5879715657115372,-1.1590016380470407,-1.8291427450975877
1100102-008,0.4607397251653233,0.6791724365933497,-1.2344535105086443,0.021484142751354917
1100102-022,0.889320072923279,1.1981406440919427,1.4862147935148775,1.8170369800519064
1100102-028,-0.496309749506833,0.05100281101280209,0.09369077371558465,-2.477149747833222
1100103-020,0.09688563583414297,-2.089284659487155,-1.6161112242185647,0.7244899771124036
1100103-036,-0.3446254566893254,0.004463044148942798,-0.022746462938439634,1.0263685173654646
1100103-046,0.9559481403641632,0.41489177311415076,-0.29172126609790133,-0.8213591725788071
1100103-047,-0.9470649548817338,1.0949237624271548,-1.606787448274976,-0.31673229829234756
1100104-001,1.1887219556005684,1.1185767826879958,-0.11775571295426042,-0.744080727935074
1100104-027,0.10669065471190955,-0.5773712157406161,-1.500645794449763,-0.11890825417928012
1100104-030,-0.4746492459916352,-0.2027093615335706,0.39866697289498626,-1.155100558467651
1100105-003,0.9604953515619779,0.9937666405416917,0.9594845486474516,0.4565756084558457
1100105-026,-0.028225366107412404,-0.4625167485591878,0.07537921100586202,-0.7220101077826173
1100105-029,0.673432298618545,-1.2187521731140694,-0.7184030384874337,-1.2297338282098644
1100106-021,0.5308444622639178,0.3136874087555881,0.34325236876251913,0.05147390664477297
1100106-034,0.35721223403894564,0.39565085031207387,0.9035814634984688,2.0365030904788024
1100106-054,-0.47519122680648457,-1.496049471057952,-1.53064275772162,-1.0424990676856964
1100107-011,0.20949658086092912,-0.37496769181005907,0.07799152043929367,-0.3508864234812261
