,Factor1,Factor2,Factor3,Factor4
profile_1,0.6427708970006579,0.7657853054041245,0.36987809880385913,0.31255896127232113
profile_2,-1.2221304731869558,-0.770781470936327,-0.3673817750649552,-0.4992937269414713
profile_3,-0.4310790859734185,-0.6184419201396458,-1.4266283632909784,-0.29375054974809583
profile_4,0.8615101809738757,1.2069479414619628,1.4901361873172894,1.4616374485080068
profile_5,-0.04298100582188687,-0.4177400875086598,0.23410777330097074,-0.2572571815836015
