iter	TotalF1	MultiClass
217	0.8631346197	1.68822073
218	0.8631346197	1.684316767
219	0.8631346197	1.67958925
220	0.8725206874	1.674127137
221	0.8699044996	1.668587275
222	0.8726854948	1.664594981
223	0.879079521	1.657253427
224	0.879079521	1.651941408
225	0.8759173642	1.647725494
226	0.8759173642	1.641484125
227	0.8814615071	1.634544704
228	0.8852944147	1.628659843
229	0.8851395229	1.621883306
230	0.8901552764	1.615342713
231	0.8901552764	1.609184744
232	0.8920068706	1.602501845
233	0.8920068706	1.595611017
234	0.8920068706	1.588883051
235	0.8947889259	1.582994568
236	0.8947889259	1.575702554
237	0.8949537334	1.569989104
238	0.8949537334	1.563897826
239	0.8981716735	1.558213743
240	0.8982147168	1.552067997
241	0.9004008832	1.546083161
242	0.9004008832	1.540134576
243	0.9032304	1.53447577
244	0.9032304	1.53123421
245	0.9032304	1.524605623
246	0.9061929807	1.521138193
247	0.9087544002	1.514613007
248	0.914170948	1.508147069
249	0.9161362618	1.502494273
250	0.9162191337	1.496965532
251	0.9136253633	1.493709352
252	0.9142538199	1.488296083
253	0.9166254869	1.483013784
254	0.9142538199	1.476001911
255	0.9191758931	1.469966618
256	0.9191758931	1.465032044
257	0.9190288931	1.458449791
258	0.9190288931	1.454320903
259	0.9246888652	1.449404354
260	0.9246059932	1.444196192
261	0.9246059932	1.439840976
262	0.9246059932	1.434194699
263	0.9271831962	1.428037704
264	0.9271831962	1.422463006
265	0.9293475285	1.417583703
266	0.9318124765	1.411303316
267	0.9318124765	1.405842641
268	0.9318124765	1.400256893
269	0.9318124765	1.394310986
270	0.9318124765	1.388977523
271	0.9318124765	1.38451296
272	0.9336018501	1.379480654
273	0.9336018501	1.376165312
274	0.9360534201	1.37112728
275	0.9360534201	1.364950671
276	0.9360534201	1.361504355
277	0.9360534201	1.355779694
278	0.9360534201	1.351214542
279	0.9360534201	1.345883789
280	0.9391714057	1.341827103
281	0.9360534201	1.336370919
282	0.9391714057	1.332463315
283	0.9360534201	1.326292265
284	0.9391714057	1.321553034
285	0.9421182726	1.31779187
286	0.9421182726	1.312263382
287	0.9421182726	1.307761865
288	0.9421182726	1.303568029
289	0.9421182726	1.30002231
290	0.9421182726	1.295099045
291	0.9421182726	1.290014789
292	0.9446240587	1.284522236
293	0.9446240587	1.280264507
294	0.9446240587	1.276017061
295	0.9446240587	1.273010428
296	0.9446240587	1.268069937
297	0.9446240587	1.264618103
298	0.9446240587	1.259828812
299	0.9446240587	1.256692899
300	0.9446240587	1.252290994
301	0.9446240587	1.247919513
302	0.9446240587	1.243729128
303	0.9446240587	1.238934274
304	0.9446240587	1.234841718
305	0.9446240587	1.23023079
306	0.9446240587	1.225830478
307	0.9446240587	1.221151722
308	0.9446240587	1.217102473
309	0.9446240587	1.212441754
310	0.9446240587	1.207475707
311	0.9446240587	1.203248595
312	0.9446240587	1.200414928
313	0.9446240587	1.196689335
314	0.9446240587	1.19367607
315	0.9446240587	1.190686816
316	0.9446240587	1.186147749
317	0.9446240587	1.182464237
318	0.9446240587	1.178583846
319	0.9446240587	1.175714155
320	0.9446240587	1.171572177
321	0.9446240587	1.168197576
322	0.9446240587	1.164638265
323	0.9446240587	1.159899324
324	0.9446240587	1.155701988
325	0.9446240587	1.150825628
326	0.9446240587	1.146358415
327	0.9446240587	1.142148988
328	0.9446240587	1.137802713
329	0.9446240587	1.13389659
330	0.9446240587	1.12971183
331	0.9446240587	1.125197369
332	0.9440796727	1.121208154
333	0.9446240587	1.1181112
334	0.9446240587	1.113726269
335	0.9446240587	1.109251239
336	0.9446240587	1.106030797
337	0.9440796727	1.102654518
338	0.9440796727	1.098836786
339	0.9440796727	1.096770737
340	0.9440796727	1.093798882
341	0.9440796727	1.091889
342	0.9440796727	1.08833775
343	0.9440796727	1.084785667
344	0.9428486484	1.080955384
345	0.9428486484	1.076958578
346	0.9428486484	1.073771383
347	0.9428486484	1.070321411
348	0.9428486484	1.0663632
349	0.9428486484	1.063010767
350	0.9428486484	1.059482861
351	0.9428486484	1.054914532
352	0.9428486484	1.050819605
353	0.9428486484	1.046798907
354	0.9428486484	1.042525197
355	0.9428486484	1.038146105
356	0.9458508129	1.034987916
357	0.9481983824	1.031052387
358	0.9481983824	1.027699464
359	0.9476500365	1.024795408
360	0.9505371454	1.02047356
361	0.9505371454	1.016634433
362	0.9505371454	1.01293812
363	0.9505371454	1.009325253
364	0.9505371454	1.006137861
365	0.9505371454	1.0032656
366	0.9505371454	0.9997982039
367	0.9505371454	0.9971920522
368	0.9505371454	0.9932700537
369	0.9505371454	0.9913639712
370	0.9505371454	0.9886132948
371	0.9505371454	0.9848085216
372	0.9505371454	0.9820200726
373	0.9505371454	0.9784549511
374	0.9505371454	0.9754931142
375	0.9505371454	0.9725150473
376	0.9505371454	0.9702955367
377	0.9505371454	0.9665998177
378	0.9505371454	0.9631875371
379	0.9505371454	0.9598359717
380	0.9505371454	0.9564443607
381	0.9505371454	0.9531074088
382	0.9505371454	0.9502942805
383	0.9505371454	0.9468670781
384	0.9505371454	0.9434536911
385	0.9505371454	0.9411559097
386	0.9506098812	0.9383503038
387	0.9506098812	0.9350897119
388	0.9505890434	0.9320740824
389	0.9532356412	0.9295898716
390	0.9532356412	0.9266533408
391	0.9532356412	0.9233173676
392	0.9532356412	0.9200677108
393	0.9557344003	0.917377514
394	0.9551918488	0.9157846338
395	0.9557344003	0.9131956824
396	0.9557344003	0.9098277454
397	0.9557344003	0.9072354626
398	0.9557344003	0.9039051103
399	0.9557344003	0.9004557448
400	0.9551918488	0.8980328152
401	0.9551918488	0.8951202382
402	0.9577163321	0.8918352522
403	0.955119113	0.8888616173
404	0.9576687233	0.8856917932
405	0.9551918488	0.8827766674
406	0.9577163321	0.8804300984
407	0.9577163321	0.8780773555
408	0.9577163321	0.8757291303
409	0.9577163321	0.8724621993
410	0.9577163321	0.8692377779
411	0.9577163321	0.8663205051
412	0.9576457952	0.8634341262
413	0.9551918488	0.8608992969
414	0.9551918488	0.8580523683
415	0.9551918488	0.8553096806
416	0.9551918488	0.8528468546
417	0.9551918488	0.8504143843
418	0.9577163321	0.8484054442
419	0.9577163321	0.8455279206
420	0.9577163321	0.8429129831
421	0.9601954055	0.8399324825
422	0.9601954055	0.8373340229
423	0.9601954055	0.8343920863
424	0.9601954055	0.8323459221
425	0.9601954055	0.8295251288
426	0.9601954055	0.8270296275
427	0.9601954055	0.8245862879
428	0.9601954055	0.8220147588
429	0.9601954055	0.8193728573
430	0.9601954055	0.8165283758
431	0.9601954055	0.8138454973
432	0.9601954055	0.8110931504
433	0.9622748482	0.8084921894
434	0.9646911716	0.8056201021
435	0.9622748482	0.8038407551
436	0.9646911716	0.8015134594
437	0.9646911716	0.7999806267
438	0.9646911716	0.797153355
439	0.9646911716	0.7945894924
440	0.9646911716	0.7919934886
441	0.9646911716	0.7899249752
442	0.9646911716	0.7877847294
443	0.9646911716	0.7851149504
444	0.9646911716	0.7828198579
445	0.9646911716	0.7812343205
446	0.9646911716	0.7785140809
447	0.9646911716	0.7759585562
448	0.9646911716	0.7734472378
449	0.9646911716	0.7710330798
450	0.9646911716	0.7685134957
451	0.9646911716	0.7664454966
452	0.9646911716	0.7643657656
453	0.9646911716	0.7617816149
454	0.9646911716	0.7594443571
455	0.9646911716	0.757028555
456	0.9646911716	0.7546024481
457	0.9646911716	0.7524394161
458	0.9646911716	0.7500117614
459	0.9646911716	0.7477341322
460	0.9646911716	0.7450131406
461	0.9646911716	0.7430219801
462	0.9646911716	0.740685127
463	0.9646911716	0.7383538508
464	0.9646911716	0.7359173532
465	0.9646911716	0.7337079047
466	0.9646911716	0.7321579633
467	0.9646911716	0.7299095939
468	0.9646911716	0.7276879774
469	0.9646911716	0.7257923043
470	0.9646911716	0.7238395953
471	0.9646911716	0.72167568
472	0.9646911716	0.7196967333
473	0.9646911716	0.7180699518
474	0.9646911716	0.7157514219
475	0.9646911716	0.7137223101
476	0.9646911716	0.7116206579
477	0.9646911716	0.7099341201
478	0.9646911716	0.7077104225
479	0.9646911716	0.7053584175
480	0.9646911716	0.7033329076
481	0.9646911716	0.7011031877
482	0.9646911716	0.6991111828
483	0.9646911716	0.6972115506
484	0.9646911716	0.6953797873
485	0.9646911716	0.6933711881
486	0.9646911716	0.6917244972
487	0.9646911716	0.6900448342
488	0.9646911716	0.6879325048
489	0.9646911716	0.6861761713
490	0.9646911716	0.6840508983
491	0.9646911716	0.6820375036
492	0.9646911716	0.6801487162
493	0.9646911716	0.6780852417
494	0.9646911716	0.6759501677
495	0.9646911716	0.6742600983
496	0.9646911716	0.6720904153
497	0.9646911716	0.6700472558
498	0.9672894331	0.6678828177
499	0.9672894331	0.6659041177
500	0.9672894331	0.6640632813
501	0.9672894331	0.662058568
502	0.9672894331	0.6603127569
503	0.9672894331	0.6586084778
504	0.9672894331	0.656665321
505	0.9698892161	0.6552566737
506	0.9672894331	0.6543990727
507	0.9698892161	0.6524851219
508	0.9698892161	0.6509911333
509	0.9698892161	0.6491494367
510	0.9698892161	0.6471647699
511	0.9698892161	0.6453235852
512	0.9698892161	0.6434722429
513	0.9698892161	0.6416906811
514	0.9698892161	0.6400028965
515	0.9698892161	0.6383039096
516	0.9698892161	0.6367923653
517	0.9698892161	0.6348705682
518	0.9698892161	0.6329712571
519	0.9698892161	0.631279039
520	0.9698892161	0.6294148399
521	0.9698892161	0.627494055
522	0.9698892161	0.6254048522
523	0.9723376676	0.6236671073
524	0.9723376676	0.6220127826
525	0.9723376676	0.6203301186
526	0.9723376676	0.619329564
527	0.9723376676	0.6176205566
528	0.9723376676	0.6158633786
529	0.9723376676	0.6141821615
530	0.9723376676	0.6124982449
531	0.9723376676	0.6113485479
532	0.9723376676	0.609871095
533	0.9723376676	0.6084068011
534	0.9723376676	0.6069825365
535	0.9723376676	0.605311027
536	0.9723376676	0.6035981666
537	0.9723376676	0.6022338122
538	0.9723376676	0.6005958456
539	0.9723376676	0.598913098
540	0.9723376676	0.5975571008
541	0.9723376676	0.5961462559
542	0.9723376676	0.5946109654
543	0.9723376676	0.5928878463
544	0.9723376676	0.5915605129
545	0.9723376676	0.5900359692
546	0.9723376676	0.588679453
547	0.9723376676	0.5869984033
548	0.9723376676	0.585362179
549	0.9723376676	0.5838824554
550	0.9723376676	0.5822884386
551	0.9723376676	0.5812545419
552	0.9723376676	0.5796238789
553	0.9723376676	0.5783385828
554	0.9723376676	0.5767692298
555	0.9723376676	0.5753202331
556	0.9723376676	0.5741703745
557	0.9723376676	0.5731748924
558	0.9723376676	0.5718619973
559	0.9723376676	0.5703270932
560	0.9723376676	0.5689258783
561	0.9723376676	0.5676459046
562	0.9723376676	0.5662376522
563	0.9723376676	0.5647657669
564	0.9723376676	0.5634532904
565	0.9723376676	0.5622604878
566	0.9723376676	0.5609275469
567	0.9723376676	0.5594960431
568	0.9723376676	0.5583436851
569	0.9723376676	0.5569897165
570	0.9723376676	0.5555989776
571	0.9723376676	0.5542962189
572	0.9723376676	0.5530359085
573	0.9723376676	0.5517210328
574	0.9723376676	0.5503372654
575	0.9723376676	0.5489990181
576	0.9723376676	0.54769381
577	0.9723376676	0.5465747516
578	0.9723376676	0.545118271
579	0.9723376676	0.5439756099
580	0.9723376676	0.5429270215
581	0.9723376676	0.5418170538
582	0.9723376676	0.5403199462
583	0.9723376676	0.5392974446
584	0.9723376676	0.5381427073
585	0.9723376676	0.5370435283
586	0.9723376676	0.5361251857
587	0.9723376676	0.5352736942
588	0.9723376676	0.5340379618
589	0.9723376676	0.5328852414
590	0.9723376676	0.53176671
591	0.9723376676	0.5302936863
592	0.9723376676	0.5291561307
593	0.9723376676	0.5282116822
594	0.9723376676	0.5269908277
595	0.9723376676	0.5260260072
596	0.9723376676	0.5246498781
597	0.9723376676	0.5234246136
598	0.9723376676	0.5224118763
599	0.9723376676	0.5215718056
600	0.9723376676	0.5202910599
601	0.9723376676	0.5192385279
602	0.9723376676	0.5182966897
603	0.9723376676	0.5173150034
604	0.9723376676	0.5166554391
605	0.9723376676	0.5157034904
606	0.9723376676	0.5146815585
607	0.9723376676	0.5137914237
608	0.9723376676	0.5127570471
609	0.9723376676	0.5116825096
610	0.9723376676	0.5108453033
611	0.9723376676	0.5096518829
612	0.9723376676	0.5087262381
613	0.9723376676	0.5075976932
614	0.9723376676	0.5063766426
615	0.9723376676	0.5053651418
616	0.9723376676	0.5043752764
617	0.9723376676	0.5032733871
618	0.9723376676	0.5021048557
619	0.9723376676	0.5015673622
620	0.9723376676	0.5005062739
621	0.9723376676	0.4994504449
622	0.9723376676	0.4984990916
623	0.9723376676	0.4974156396
624	0.9723376676	0.4963894355
625	0.9723376676	0.4953471093
626	0.9723376676	0.4944019093
627	0.9723376676	0.493286689
628	0.9723376676	0.4920291313
629	0.9723376676	0.4911464605
630	0.9723376676	0.4899997024
631	0.9723376676	0.4888377873
632	0.9723376676	0.4876543117
633	0.9723376676	0.4865799048
634	0.9723376676	0.4859064069
635	0.9723376676	0.4850154456
636	0.9723376676	0.4839354733
637	0.9723376676	0.4830229162
638	0.9723376676	0.481791544
639	0.9723376676	0.4806250861
640	0.9723376676	0.4800690837
641	0.9723376676	0.4791504988
642	0.9723376676	0.4783343106
643	0.9723376676	0.477479386
644	0.9723376676	0.4765664321
645	0.9723376676	0.4754721271
646	0.9723376676	0.4744553496
647	0.9723376676	0.4734777453
648	0.9723376676	0.4726536583
649	0.9723376676	0.4717347739
650	0.9723376676	0.4709124967
651	0.9723376676	0.4700897333
652	0.9723376676	0.4691746233
653	0.9723376676	0.4683542067
654	0.9723376676	0.4672635668
655	0.9723376676	0.4664028958
656	0.9723376676	0.4653247284
657	0.9723376676	0.4645342604
658	0.9723376676	0.4635214322
659	0.9723376676	0.4626050436
660	0.9723376676	0.4617686047
661	0.9723376676	0.4608987714
662	0.9723376676	0.4599352803
663	0.9723376676	0.458877884
664	0.9723376676	0.4579783128
665	0.9723376676	0.4571245201
666	0.9723376676	0.4562274358
667	0.9723376676	0.4555676981
668	0.9723376676	0.4547615371
669	0.9723376676	0.4539407287
670	0.9723376676	0.453210573
671	0.9723376676	0.4522303508
672	0.9723376676	0.451492341
673	0.9723376676	0.4506733192
674	0.9723376676	0.4498113931
675	0.9723376676	0.4490450281
676	0.9723376676	0.4481164036
677	0.9723376676	0.447106317
678	0.9723376676	0.4462455003
679	0.9723376676	0.4453704709
680	0.9723376676	0.4447003863
681	0.9723376676	0.443935343
682	0.9723376676	0.4432689729
683	0.9723376676	0.4425374896
684	0.9723376676	0.4417165473
685	0.9723376676	0.4408748662
686	0.9723376676	0.4400939197
687	0.9723376676	0.43915897
688	0.9723376676	0.4385357424
689	0.9723376676	0.4377597024
690	0.9723376676	0.4370346088
691	0.9723376676	0.4364052012
692	0.9723376676	0.4356492117
693	0.9723376676	0.4346688783
694	0.9723376676	0.4339481775
695	0.9723376676	0.4332453034
696	0.9723376676	0.4325714796
697	0.9723376676	0.4316545461
698	0.9723376676	0.4309367745
699	0.9723376676	0.4305265355
700	0.9723376676	0.4296123442
701	0.9723376676	0.4288379837
702	0.9723376676	0.4278743304
703	0.9723376676	0.4271114795
704	0.9723376676	0.4263768687
705	0.9723376676	0.4256031997
706	0.9723376676	0.4251749762
707	0.9723376676	0.4243459578
708	0.9723376676	0.4236710929
709	0.9723376676	0.4230031931
710	0.9723376676	0.4221862534
711	0.9723376676	0.4216724585
712	0.9723376676	0.4207369652
713	0.9723376676	0.4199095314
714	0.9723376676	0.4192720281
715	0.9723376676	0.4185851626
716	0.9723376676	0.4179771636
717	0.9723376676	0.4172267597
718	0.9723376676	0.4165013586
719	0.9723376676	0.4156140866
720	0.9723376676	0.4148201325
721	0.9723376676	0.414227043
722	0.9723376676	0.4135225395
723	0.9723376676	0.412781828
724	0.9723376676	0.4120898539
725	0.9723376676	0.4113569855
726	0.9723376676	0.4105942142
727	0.9723376676	0.4099691008
728	0.9723376676	0.409456557
729	0.9723376676	0.4087718276
730	0.9723376676	0.4082844844
731	0.9723376676	0.4076125648
732	0.9723376676	0.4069825628
733	0.9723376676	0.4062021258
734	0.9723376676	0.4055287326
735	0.9723376676	0.4048153686
736	0.9723376676	0.4041570368
737	0.9723376676	0.4035046199
738	0.9723376676	0.4028235427
739	0.9723376676	0.4020006653
740	0.9723376676	0.401093896
741	0.9723376676	0.4002925852
742	0.9723376676	0.3997720224
743	0.9723376676	0.3989218801
744	0.9723376676	0.3983020903
745	0.9723376676	0.3975827191
746	0.9723376676	0.3969034232
747	0.9723376676	0.3965215293
748	0.9723376676	0.39577643
749	0.9723376676	0.3950440605
750	0.9723376676	0.3943972539
751	0.9723376676	0.3939168359
752	0.9723376676	0.3933164625
753	0.9723376676	0.3928594391
754	0.9723376676	0.3922386339
755	0.9723376676	0.3914242563
756	0.9723376676	0.3906356936
757	0.9723376676	0.3900750208
758	0.9723376676	0.3894760523
759	0.9723376676	0.3888941826
760	0.9723376676	0.3882965991
761	0.9723376676	0.3878033551
762	0.9723376676	0.3870876442
763	0.9723376676	0.3863611952
764	0.9723376676	0.385607928
765	0.9723376676	0.3850227677
766	0.9723376676	0.3843812208
767	0.9723376676	0.3835811619
768	0.9723376676	0.3830017332
769	0.9723376676	0.382397983
770	0.9723376676	0.3816389268
771	0.9723376676	0.38099432
772	0.9723376676	0.3805171214
773	0.9723376676	0.3799469489
774	0.9723376676	0.3792199108
775	0.9723376676	0.3789106946
776	0.9723376676	0.3782271926
777	0.9723376676	0.3776228681
778	0.9723376676	0.3771437927
779	0.9723376676	0.3766598158
780	0.9723376676	0.3760841751
781	0.9723376676	0.3755436123
782	0.9723376676	0.3749496682
783	0.9723376676	0.3743169888
784	0.9723376676	0.3737908818
785	0.9723376676	0.3732970207
786	0.9723376676	0.3728526035
787	0.9723376676	0.3722739641
788	0.9723376676	0.3716644011
789	0.9723376676	0.3711692641
790	0.9723376676	0.3706574506
791	0.9723376676	0.3701226405
792	0.9723376676	0.3694349915
793	0.9723376676	0.3689600909
794	0.9723376676	0.3686539023
795	0.9723376676	0.3680035299
796	0.9723376676	0.3674878008
797	0.9723376676	0.3669723051
798	0.9723376676	0.3664608908
799	0.9723376676	0.3659016523
800	0.9723376676	0.3652781638
801	0.9723376676	0.3647654164
802	0.9723376676	0.3641638824
803	0.9723376676	0.363710347
804	0.9723376676	0.3632294823
805	0.9723376676	0.3627351833
806	0.9723376676	0.3621191713
807	0.9723376676	0.3616104656
808	0.9723376676	0.361164533
809	0.9723376676	0.3606725788
810	0.9723376676	0.3600609838
811	0.9723376676	0.3595049492
812	0.9723376676	0.3590828437
813	0.9723376676	0.3585011009
814	0.9723376676	0.35803328
815	0.9723376676	0.3576306879
816	0.9723376676	0.3571106993
817	0.9723376676	0.3566097258
818	0.9723376676	0.3559998758
819	0.9723376676	0.35559328
820	0.9723376676	0.3551106716
821	0.9723376676	0.3546894028
822	0.9723376676	0.3542703612
823	0.9723376676	0.3537478504
824	0.9723376676	0.3533228503
825	0.9723376676	0.3528693339
826	0.9723376676	0.3523760942
827	0.9723376676	0.3518999864
828	0.9723376676	0.3513342763
829	0.9723376676	0.3508281455
830	0.9723376676	0.3501532569
831	0.9723376676	0.3497038951
832	0.9723376676	0.3492960094
833	0.9723376676	0.3487485387
834	0.9723376676	0.3482894635
835	0.9723376676	0.3479169835
836	0.9723376676	0.3474691203
837	0.9723376676	0.3469695519
838	0.9723376676	0.34653231
839	0.9723376676	0.346033703
840	0.9723376676	0.3454932937
841	0.9723376676	0.3450237652
842	0.9723376676	0.344552195
843	0.9723376676	0.3441609796
844	0.9723376676	0.3437394383
845	0.9723376676	0.3433065906
846	0.9723376676	0.3429015619
847	0.9723376676	0.3424626779
848	0.9723376676	0.3420745316
849	0.9723376676	0.3415523016
850	0.9723376676	0.3409816701
851	0.9723376676	0.3405996686
852	0.9723376676	0.3401834277
853	0.9723376676	0.3397765559
854	0.9723376676	0.3393570187
855	0.9723376676	0.3389884281
856	0.9723376676	0.338517538
857	0.9723376676	0.3380872472
858	0.9723403641	0.3375123348
859	0.9723403641	0.3370903082
860	0.9723376676	0.3365023332
861	0.9723403641	0.3360645925
862	0.9723403641	0.3356986922
863	0.9723403641	0.3351374629
864	0.9723403641	0.3347589527
865	0.9723403641	0.3343843443
866	0.9723403641	0.3338996692
867	0.9723403641	0.3335131533
868	0.9723403641	0.3330767479
869	0.9723403641	0.3325872777
870	0.9723403641	0.3321890257
871	0.9723403641	0.3317197498
872	0.9723403641	0.3312294395
873	0.9723403641	0.3307540221
874	0.9723403641	0.3303259291
875	0.9723403641	0.3299444294
876	0.9723403641	0.3294321812
877	0.9723403641	0.3290611639
878	0.9723403641	0.3287027553
879	0.9723403641	0.328253092
880	0.9723403641	0.3278136882
881	0.9723403641	0.3273235308
882	0.9723403641	0.326927249
883	0.9723403641	0.3264820687
884	0.9723403641	0.3261209917
885	0.9723403641	0.3258930497
886	0.9723403641	0.3253398575
887	0.9723403641	0.3249895628
888	0.9723403641	0.3245816893
889	0.9723403641	0.3241521101
890	0.9723403641	0.323791139
891	0.9723403641	0.3234541572
892	0.9723403641	0.323352468
893	0.9723403641	0.3229408993
894	0.9723403641	0.3226859203
895	0.9723403641	0.3222248721
896	0.9723403641	0.3218340321
897	0.9723403641	0.3214635793
898	0.9723403641	0.3209913494
899	0.9723403641	0.3206004314
